epoch,agriculture_acc,agriculture_loss,artisinal_mine_acc,artisinal_mine_loss,bare_ground_acc,bare_ground_loss,blooming_acc,blooming_loss,blow_down_acc,blow_down_loss,clear_acc,clear_loss,cloudy_acc,cloudy_loss,conventional_mine_acc,conventional_mine_loss,cultivation_acc,cultivation_loss,habitation_acc,habitation_loss,haze_acc,haze_loss,loss,partly_cloudy_acc,partly_cloudy_loss,primary_acc,primary_loss,road_acc,road_loss,selective_logging_acc,selective_logging_loss,slash_burn_acc,slash_burn_loss,val_agriculture_acc,val_agriculture_loss,val_artisinal_mine_acc,val_artisinal_mine_loss,val_bare_ground_acc,val_bare_ground_loss,val_blooming_acc,val_blooming_loss,val_blow_down_acc,val_blow_down_loss,val_clear_acc,val_clear_loss,val_cloudy_acc,val_cloudy_loss,val_conventional_mine_acc,val_conventional_mine_loss,val_cultivation_acc,val_cultivation_loss,val_habitation_acc,val_habitation_loss,val_haze_acc,val_haze_loss,val_loss,val_partly_cloudy_acc,val_partly_cloudy_loss,val_primary_acc,val_primary_loss,val_road_acc,val_road_loss,val_selective_logging_acc,val_selective_logging_loss,val_slash_burn_acc,val_slash_burn_loss,val_water_acc,val_water_loss,water_acc,water_loss
0,0.65517240831221657,0.65421246665436861,0.91335101242512329,0.3325936368458256,0.89036251231698627,0.34319530119156016,0.8983200701541546,0.27702949435230273,0.90185676629726708,0.32673166646143698,0.77541998431916581,0.49375654747800213,0.93899203948907151,0.18090531535967064,0.91423519636865846,0.34914128233330322,0.83465959438700044,0.4351575511098435,0.84350132831527957,0.42431499044205845,0.90362510967844889,0.29879407159107962,6.6253032595788772,0.83819628668295187,0.4688998215710769,0.90716180371352784,0.25207351163609382,0.69496021715547007,0.59188388876952924,0.90362510583128786,0.29025242588985928,0.90893014440696707,0.3315008650645021,0.60326087086097058,4.7806598310885224,0.51956521687300306,1.0306801148082898,0.15760869597611221,11.950246520664381,0.14130434879790182,13.566835071729576,0.066304349461975304,14.728825693545135,0.74782608384671423,3.7685818464859673,0.92173912991648133,0.31116832355442253,0.9978260890297268,0.037094811784840906,0.25326087099054584,11.059710212375807,0.81956521324489429,2.8696599654529407,0.86413043478260865,1.6316926077656124,95.695185785708219,0.78586956729059632,2.2965190851170085,0.89891303881354956,0.90864756832952087,0.39782608591991925,0.7513700153516687,0.15434782676722691,13.379258280215057,0.086956523601775582,11.50676971933116,0.28369565308094025,1.1174673904543337,0.74624226358904444,0.57486050251202703
1,0.67550840417860247,0.62177763487995463,0.91777187986357034,0.2961018547402558,0.90274093875202011,0.32189811501325916,0.90716180313381867,0.273211833540841,0.91246684418643709,0.30542123448153075,0.77188328606802004,0.49629511109081442,0.93103448528826083,0.19327972077037464,0.92042440318302388,0.31255939885130718,0.83819628515462763,0.42179671752041786,0.85322723280108159,0.42461483287242108,0.9089301486230339,0.26821320569167401,6.3822027382652493,0.84350132409921275,0.46371500255996206,0.8974358898469772,0.25815917215549661,0.70026525478253421,0.58131284992005527,0.91423518487987632,0.2740294696955845,0.91777188197160375,0.29611551092326588,0.62173912577007129,4.2180108713067099,0.90760869046916137,1.2826855573803186,0.9097826040309408,1.0210239563299262,0.16304347907071529,13.282813403917396,0.082608697288062263,14.488485170447309,0.79021738923114282,0.79866115943245264,0.94782609524934192,0.30471141952211445,0.99347826449767407,0.046163964235688582,0.24239130285770996,11.522653911424721,0.28478260662244714,1.3196245587390403,0.90760869565217395,1.1090926965293677,93.526153232740313,0.2108695646343024,9.3786223660344668,0.91521739182264905,0.55340200251616212,0.67608695444853406,3.7090780786845996,0.17065217426937559,13.138988453408945,0.096739132362215416,14.273965172145678,0.73369564699090051,3.0781730672587519,0.74712643625460085,0.5737010255838052
2,0.67462422292280999,0.62327704194580735,0.91335101279402919,0.28018395079647301,0.89920424682497446,0.3117762924452781,0.91335101490206261,0.23676010918870213,0.91865606111936293,0.26844434670702111,0.77718832675173255,0.49395024491874229,0.93722369668759886,0.22279587367287682,0.92042440318302388,0.27857352566603111,0.83819628478572183,0.42562475390765225,0.85411140947190145,0.40817320320481859,0.90981431839004434,0.28627524603319632,6.214356825480305,0.8435013321624405,0.44341423882255504,0.90185676302981521,0.27647878823819994,0.69938108008799571,0.58335022068360964,0.9124668462944705,0.27243953735084264,0.91865606038155123,0.26561555980476631,0.44021738871284155,0.77004836434903357,0.9130434834438822,0.65935694005178369,0.16630434925141541,2.2407937879147739,0.15434782579541206,13.063144144804582,0.076086958303399704,13.842179505721383,0.7489130445148634,3.5692254304885864,0.96195653210515564,0.30474730475132517,0.99130435352740076,0.060812837790644669,0.28043478111857956,1.7498456239700317,0.81956521842790686,1.8801385216090991,0.85869565735692566,1.3789304216270861,48.672835474428922,0.83586956625399378,1.2548719482577366,0.93260869513387268,0.7972691962900369,0.63586955744287244,3.6195993527122168,0.18043478286784628,2.1256522095721699,0.97717392444610596,0.13472186942058412,0.73478261543356849,1.2214982315250065,0.75950485847356786,0.53722389655024683
3,0.60831123131972098,0.6691453187577393,0.9177718831310222,0.26720595968496896,0.90274093759260166,0.30874834502828952,0.9204244073990907,0.23266081681934528,0.91688771758007859,0.25478772129978783,0.79221927286986227,0.47926726547307824,0.92572944249651479,0.2457911696558395,0.92130857927413456,0.27313344790596122,0.83731211212016543,0.42875920898823694,0.85234306456239528,0.41451043193578507,0.90627762704270798,0.31401796130402548,6.4029909474569333,0.84703801776538579,0.42724760369480869,0.88682581865081311,0.33563328985615604,0.6887709963753833,0.60665427439514252,0.91423518909594315,0.27323263032472206,0.91954022651220402,0.28173080571555753,0.61956521998281067,1.5916812679041987,0.91630434730778565,0.80105908976300899,0.90217391045197193,1.0872322909291023,0.17173913024041965,7.1058678005052647,0.10434782812776773,9.5354194641113281,0.75543478520020191,1.5634471281715061,0.9543478281601615,0.2438567813242907,0.99347826449767407,0.050523302250756227,0.28152174146279046,1.939454348190971,0.822826087474823,1.2441464591892841,0.88804347877917078,1.1366303692693296,38.229804495106571,0.81630434678948449,1.0054353410783021,0.92717390993367066,0.61960659210529667,0.66195652018422668,3.0081272436224897,0.20869565301615259,4.2005151147427764,0.15760869727186536,1.5929544179335884,0.72826086956521741,1.5038466816363127,0.7338638343081656,0.59046470336319601
4,0.68965516919904213,0.62378287531442078,0.91688770951685072,0.26148418279794544,0.90008841775140336,0.31926005527337603,0.91158266751561723,0.25521673938007505,0.91954023014856168,0.25311180776615883,0.78514589091300124,0.4790732602858101,0.93545535388612622,0.17701195124750849,0.92219275383692101,0.26023973454741856,0.83023872826607437,0.42821437484073388,0.85322723548882418,0.4083458778804957,0.90274093548456824,0.2746803897023728,6.0904903732286311,0.84703802140174345,0.42470240089663563,0.9045092803940743,0.25941843853705127,0.71618037293381021,0.58551622190694697,0.9186560513697084,0.25919460795760468,0.91777188581876479,0.26886720420458377,0.45217391071112262,1.9737221883690876,0.90543478727340698,0.73283929766520206,0.90326087112012121,0.52417459824810853,0.18586956677229508,6.396252362624459,0.10652174015084039,7.1380665613257364,0.76413043944732006,2.0087717823360278,0.95108695652173914,0.17835925219823484,0.99239130901253747,0.03397837354366303,0.28478260921395343,2.5878522292427393,0.80000000673791638,0.50054720432861988,0.90434782142224523,0.29229109167404799,37.189998129139774,0.8489130476246709,1.0476078313329946,0.90652173239251843,0.24563696300205978,0.67282608540161792,1.0607289568237637,0.18695652339121568,7.0259822969851289,0.12500000113378401,3.381574299024499,0.73913043219110242,2.0616130517876665,0.76215738637799402,0.55237028664134435
5,0.68788682181259686,0.60350927481284511,0.91777187680692196,0.26585485656423763,0.90274093875202011,0.30519663976632211,0.9124668510902465,0.24202469164533599,0.91511936423843887,0.26307743711349291,0.77984084527541009,0.47868817156653398,0.94606543636026896,0.14540840348082237,0.92130857295003432,0.25270436262789286,0.83819628056965501,0.41893172070423551,0.85411140198838276,0.40423921601736473,0.90627763067906564,0.27787107569153174,5.9394434946601526,0.85057471180046484,0.42781665138603836,0.9133510145331567,0.21873744648974305,0.71971706275282232,0.55759568793071679,0.91335101126570495,0.25935652282889388,0.91954023225659509,0.27467002294740245,0.61956521479979809,0.95676732063293457,0.37934782841931219,1.3009238035782524,0.32717391395050549,0.984498697778453,0.1847826083717139,2.7530607347903042,0.110869566788492,2.3997606816499131,0.76630434523458069,0.75448969136113708,0.94891304555146594,0.13630935339176137,0.9945652225743169,0.026726944756734629,0.52934782530950464,0.66152501106262207,0.84130434367967688,0.40284462337908539,0.89782608851142554,0.49256994684591243,16.145776624264926,0.84565218116926111,0.44801931666291278,0.91521738923114282,0.19957410738520001,0.66304347566936328,1.0631730893383855,0.18695652363416942,2.7420843787815259,0.95217391978139465,0.23211920909259631,0.70000000362810877,0.59132982855257776,0.76127320759914074,0.54376128908809995
6,0.67285588470630997,0.62795324503690342,0.91777188371073137,0.26880424052714036,0.90274093664398669,0.31726312234167708,0.91777188618767058,0.23105006014794824,0.92307691996757379,0.23513348517852162,0.78249336685573601,0.49043531785698513,0.94429708264972334,0.1445211849177864,0.92042439933586284,0.25522643815195739,0.8364279444611884,0.42890665359353725,0.85411140620444959,0.40115717343267987,0.91335101932893281,0.25712022494943032,5.9878496828593581,0.85322723490911501,0.4139833882727737,0.91777188581876479,0.21551593236961161,0.70733863900553118,0.60052086498545509,0.916887714892336,0.26659176312222299,0.91954022688110981,0.27518419411517581,0.61847825672315515,1.0690048725708672,0.79456521635470179,0.52084903483805445,0.90652173757553101,0.33307079193384753,0.19782608715088471,4.7078143306400468,0.12391304483880168,4.5072016508682911,0.77173913043478259,0.71345514706943347,0.96195652433063672,0.14661926480577045,0.9923913116040437,0.036868018715682883,0.80869564802750293,0.50984510520230164,0.80108695444853406,1.048411874667458,0.9021739156349845,0.68143762291773502,20.782587051391602,0.83695652433063672,0.45545761222424713,0.93369565321051551,0.21113077389157336,0.65869565113731054,1.8742741346359253,0.40326086852861487,1.2279735596283623,0.14456521889761739,2.1231050646823384,0.64456521298574365,0.61606776196023694,0.75508399793893022,0.55848246085548903
7,0.69053934834680131,0.6096758796091527,0.91777188102298879,0.26881770988568915,0.90274094086005352,0.31001541863016907,0.91954023320521006,0.23669094521845474,0.91954023146608255,0.24558048734192717,0.77188328991518096,0.48452959046966726,0.94252873563218387,0.15055577956950317,0.92042440049528129,0.24030747711921982,0.82758620457771492,0.43708150082199476,0.85145888826048133,0.41329561483533273,0.91246684666337641,0.26407763912654575,5.9723681041774865,0.85057470758439802,0.43021787262985289,0.91335101511286598,0.23127072058110823,0.71618037256490441,0.57756740661135408,0.91777188523905562,0.25917444751654761,0.91777188160269796,0.27841041992714088,0.5923913069393324,0.74993977598522021,0.91521738923114282,0.38719277699356491,0.90652173757553101,0.38688362292621448,0.23804347864959552,3.3123569281204888,0.288043479880561,1.6113864909047666,0.79130435249079834,0.98797401267549267,0.95108696429625805,0.20702893005522049,0.9934782670891803,0.067371978368812604,0.31739130616188049,0.9497441260711007,0.80326087837633875,0.48478829601536627,0.90869565113731054,0.53534258282540936,14.723704586858334,0.86195652122082922,0.41674441617468128,0.92391304347826086,0.45632714737692603,0.63586956521739135,0.99663372402605799,0.3478260882522749,1.5260969193085381,0.29130434957535373,0.82660819395728735,0.69347825775975769,0.82128477096557617,0.76392573186720925,0.53509923038389917
8,0.63837312273911728,0.66101836288639337,0.91777188371073137,0.2750177434674414,0.90274093759260166,0.30947089195251465,0.91423519331200997,0.24115290718727889,0.91865606190987548,0.25335555059207843,0.79133510289204845,0.49758609420530148,0.94341291019497031,0.15321246369237082,0.92130857352974349,0.25263324198103077,0.83819628130746671,0.43015468368268878,0.85411140562474042,0.40519087294579398,0.90008841985943677,0.26253381164317952,6.077025545054469,0.84526967264507646,0.42767271839549958,0.91335101758980519,0.22974153757622345,0.70999116269389051,0.58321050149376263,0.91777188771599483,0.26248191627752032,0.91954023531324347,0.2643823786502808,0.51739130071971728,0.72866541147232056,0.91086956469909008,0.5706470914832924,0.90543477949888806,0.71040325709011243,0.26739130590272986,1.8862656821375308,0.9934782670891803,0.3655077426329903,0.77826087371162744,0.56286195050115173,0.94891304814297217,0.18887136143672725,0.9913043561189071,0.081634843802970383,0.32934782686440839,1.4457124160683674,0.81847826294277026,0.62695759729198786,0.90217391304347827,0.41326871838258661,11.826112083766771,0.85543478312699694,0.45772675262845081,0.92282608540161792,0.35494507334964431,0.66521739700566163,0.79284742474555969,0.28695652083210321,1.5686497377312703,0.96521739856056543,0.44140514472256537,0.6500000007774519,0.62974202632904053,0.75243147809773181,0.56820982107011542
9,0.6799292650030947,0.60369428604920283,0.91777188371073137,0.26005283876871449,0.90274093453595328,0.31204758761047158,0.91777188618767058,0.23312421821578216,0.923076922444513,0.24134427029721828,0.76480990395305648,0.51296016905921205,0.93810786914235189,0.18508231841113376,0.91865605405745099,0.25403087308496947,0.82935455581132134,0.42730955846746027,0.85322723548882418,0.4037701698476292,0.90804597137250487,0.26657645935299751,6.0245585534342823,0.84792218964042965,0.4364770368123666,0.90893015225939155,0.25348478558314363,0.71264368179727722,0.57614579815236366,0.91865605021028995,0.2510307588796506,0.91865606038155123,0.26897478877681213,0.61956521739130432,0.84081360049869702,0.9206521796143573,0.26400155282538867,0.90652174275854358,0.39795798694957857,0.2445652186870575,4.0295287111531133,0.3010869570400404,1.6762389100116233,0.77717391304347827,0.9638763212639353,0.96195652951364929,0.13368521221791921,0.99673913354459021,0.021856606755729601,0.80217391511668334,0.50946553116259363,0.82826087008351867,0.6658012737398562,0.89891304658806848,0.56312462557917053,15.274576394454293,0.854347825050354,0.49895712150179822,0.93369564802750293,0.25364488209395303,0.6630434834438822,1.5746779700984126,0.40434782271799835,0.97118681410084595,0.22934782569823059,1.1974435785542363,0.75108695807664294,0.71231548293777136,0.75773652336641706,0.53845251036048669
